"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-06-23 00:00:00","2024-06-23 23:56:00","Mission","Other Miscellaneous","Other Miscellaneous","Unfounded","Mission","Investigative Detention","240392384"
"2024-06-24 00:00:00","2024-06-24 00:00:00","Golden Gate Park","Fraud","Fraud","Open or Active","Taraval","False Personation to Receive Money or Property","240394380"
"2024-06-24 00:00:00","2024-06-24 00:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","240393172"
"2024-06-24 00:00:00","2024-06-24 00:00:00","Mission","Recovered Vehicle","Recovered Vehicle","Open or Active","Mission","Vehicle, Recovered, Auto","240394788"
"2024-06-24 00:00:00","2024-06-24 00:00:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Found  Property","240392403"
"2024-06-24 00:00:00","2024-06-24 01:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","License Plate, Stolen","240397851"
"2024-06-24 00:00:00","2024-06-24 01:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Bicycle, $200-$950","240393730"
"2024-06-24 00:00:00","2024-06-24 01:07:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Firearm, Discharging in Grossly Negligent Manner","240392419"
"2024-06-24 00:00:00","2024-06-24 01:10:00","Western Addition","Vandalism","Vandalism","Open or Active","Northern","Vehicle, Tampering","240392425"
"2024-06-24 00:00:00","2024-06-24 01:10:00","Western Addition","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","240392425"
"2024-06-24 00:00:00","2024-06-24 01:12:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","240388587"
"2024-06-24 00:00:00","2024-06-24 01:28:00","South of Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Investigative Detention","240392538"
"2024-06-24 00:00:00","2024-06-24 01:44:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","240392469"
"2024-06-24 00:00:00","2024-06-24 02:31:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Resisting, Delaying, or Obstructing  Peace Officer Duties","240392522"
"2024-06-24 00:00:00","2024-06-24 02:31:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240392497"
"2024-06-24 00:00:00","2024-06-24 02:31:00","Mission","Assault","Assault","Open or Active","Mission","Battery","240392497"
"2024-06-24 00:00:00","2024-06-24 02:31:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, Att., W/ Knife","240392497"
"2024-06-24 00:00:00","2024-06-24 02:31:00","South of Market","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Tenderloin","Vehicle, Recovered, Motorcycle","240392522"
"2024-06-24 00:00:00","2024-06-24 02:31:00","South of Market","Stolen Property","Stolen Property","Cite or Arrest Adult","Tenderloin","Stolen Property, Possession with Knowledge, Receiving","240392522"
"2024-06-24 00:00:00","2024-06-24 02:52:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240392500"
"2024-06-24 00:00:00","2024-06-24 02:52:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, Att., Street or Public Place, W/ Force","240392500"
"2024-06-24 00:00:00","2024-06-24 03:00:00","Marina","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240392710"
"2024-06-24 00:00:00","2024-06-24 03:23:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","240381456"
"2024-06-24 00:00:00","2024-06-24 04:23:00","South of Market","Assault","Assault","Open or Active","Southern","Battery","240392550"
"2024-06-24 00:00:00","2024-06-24 04:30:00","Tenderloin","Arson","Arson","Open or Active","Tenderloin","Arson of Vehicle","240392594"
"2024-06-24 00:00:00","2024-06-24 04:56:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Evading a Police Officer Recklessly","240392566"
"2024-06-24 00:00:00","2024-06-24 04:56:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Vehicle Strip, >$950","240392566"
"2024-06-24 00:00:00","2024-06-24 05:00:00","Nob Hill","Warrant","Warrant","Cite or Arrest Adult","Central","Warrant Arrest, Enroute To Outside Jurisdiction","240392704"
"2024-06-24 00:00:00","2024-06-24 05:00:00","Nob Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Trespassing","240392704"
"2024-06-24 00:00:00","2024-06-24 05:30:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Knife","240392588"
"2024-06-24 00:00:00","2024-06-24 05:30:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $50-$200","240396502"
"2024-06-24 00:00:00","2024-06-24 05:45:00","Tenderloin","Arson","Arson","Open or Active","Tenderloin","Arson of Vehicle","240392594"
"2024-06-24 00:00:00","2024-06-24 06:23:00","Mission","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","240392679"
"2024-06-24 00:00:00","2024-06-24 06:23:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving While Under The Influence Of Alcohol","240392679"
"2024-06-24 00:00:00","2024-06-24 06:28:00","Outer Richmond","Other Miscellaneous","Other Miscellaneous","Open or Active","Richmond","Investigative Detention","240392607"
"2024-06-24 00:00:00","2024-06-24 07:00:00","Inner Richmond","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Richmond","Vehicle, Stolen, Attempted","240395037"
"2024-06-24 00:00:00","2024-06-24 07:15:00","Mission","Traffic Collision","Traffic Collision","Cite or Arrest Adult","Mission","Traffic Collision, Hit & Run, Property Damage","240392691"
"2024-06-24 00:00:00","2024-06-24 07:15:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving While Under The Influence Of Alcohol","240392691"
"2024-06-24 00:00:00","2024-06-24 07:15:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving, License Suspended or Revoked","240392691"
"2024-06-24 00:00:00","2024-06-24 07:30:00","Sunset/Parkside","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","240392685"
"2024-06-24 00:00:00","2024-06-24 07:30:00","Sunset/Parkside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Found  Property","240390924"
"2024-06-24 00:00:00","2024-06-24 07:55:00","Nob Hill","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Vehicle","240392754"
"2024-06-24 00:00:00","2024-06-24 08:00:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","240392760"
"2024-06-24 00:00:00","2024-06-24 08:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Unlocked Vehicle, >$950","246080343"
"2024-06-24 00:00:00","2024-06-24 08:04:00","Bayview Hunters Point","Vehicle Impounded","Vehicle Impounded","Cite or Arrest Adult","Bayview","Vehicle, Impounded","240392801"
"2024-06-24 00:00:00","2024-06-24 08:04:00","Bayview Hunters Point","Miscellaneous Investigation","Miscellaneous Investigation","Cite or Arrest Adult","Bayview","Miscellaneous Investigation","240392801"
"2024-06-24 00:00:00","2024-06-24 08:04:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Resisting, Delaying, or Obstructing  Peace Officer Duties","240392801"
"2024-06-24 00:00:00","2024-06-24 08:15:00","Sunset/Parkside","Non-Criminal","Non-Criminal","Open or Active","Richmond","Dog, Bite or Attack","240394045"
"2024-06-24 00:00:00","2024-06-24 08:45:00","Tenderloin","Other","Other","Open or Active","Tenderloin","Death Report, Cause Unknown","240392964"
"2024-06-24 00:00:00","2024-06-24 09:00:00","Outer Mission","Missing Person","Missing Person","Open or Active","Taraval","Missing Adult","240397196"
"2024-06-24 00:00:00","2024-06-24 09:00:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Southern","Dog, Bite or Attack","240392867"
"2024-06-24 00:00:00","2024-06-24 09:13:00","Portola","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240391950"
"2024-06-24 00:00:00","2024-06-24 09:15:00","Golden Gate Park","Assault","Assault","Open or Active","Park","Battery","240392895"
"2024-06-24 00:00:00","2024-06-24 09:30:00","West of Twin Peaks","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Ingleside","Miscellaneous Investigation","240393031"
"2024-06-24 00:00:00","2024-06-24 09:59:00","Noe Valley","Non-Criminal","Non-Criminal","Open or Active","Ingleside","Found  Property","240392942"
"2024-06-24 00:00:00","2024-06-24 10:00:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Building, >$950","240396568"
"2024-06-24 00:00:00","2024-06-24 10:00:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Lost Property, Petty","240396938"
"2024-06-24 00:00:00","2024-06-24 10:00:00","Inner Richmond","Lost Property","Lost Property","Open or Active","Richmond","Lost Property","240394324"
"2024-06-24 00:00:00","2024-06-24 10:14:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Shoplifting, <$50","240393025"
"2024-06-24 00:00:00","2024-06-24 10:14:00","South of Market","Robbery","Robbery","Open or Active","Southern","Robbery, Att., W/ Force","240393025"
"2024-06-24 00:00:00","2024-06-24 10:15:00","Bayview Hunters Point","Forgery And Counterfeiting","Forgery And Counterfeiting","Open or Active","Bayview","Forgery, Checks, Felony","240393956"
"2024-06-24 00:00:00","2024-06-24 10:30:00","Mission","Fraud","Fraud","Open or Active","Mission","Fraudulent Game or Trick, Obtaining Money or Property","240398893"
"2024-06-24 00:00:00","2024-06-24 10:43:00","Outer Richmond","Disorderly Conduct","Disorderly Conduct","Open or Active","Richmond","Loitering, Obstructing","240393100"
"2024-06-24 00:00:00","2024-06-24 10:46:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Local SF Warrant","240393069"
"2024-06-24 00:00:00","2024-06-24 10:55:00","Mission","Drug Offense","Drug Offense","Cite or Arrest Adult","Mission","Narcotics Paraphernalia, Possession of","240393075"
"2024-06-24 00:00:00","2024-06-24 10:55:00","Mission","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Mission","Drugs, Under Influence  in a Public Place","240393075"
"2024-06-24 00:00:00","2024-06-24 10:57:00","Tenderloin","Missing Person","Missing Person","Open or Active","Tenderloin","Found Person","240391869"
"2024-06-24 00:00:00","2024-06-24 10:57:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Shoplifting, $200-$950","240395689"
"2024-06-24 00:00:00","2024-06-24 11:00:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","240393116"
"2024-06-24 00:00:00","2024-06-24 11:00:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Tenderloin","Drugs, Under Influence  in a Public Place","240393116"
"2024-06-24 00:00:00","2024-06-24 11:00:00","Financial District/South Beach","Burglary","Burglary","Open or Active","Southern","Burglary, Apartment House, Unlawful Entry","240395344"
"2024-06-24 00:00:00","2024-06-24 11:34:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Building, $50-$200","240393912"
"2024-06-24 00:00:00","2024-06-24 11:52:00","Castro/Upper Market","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Enroute To Outside Jurisdiction","240393207"
"2024-06-24 00:00:00","2024-06-24 11:52:00","Castro/Upper Market","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","240393207"
"2024-06-24 00:00:00","2024-06-24 11:52:00","Castro/Upper Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving, License Suspended or Revoked","240393207"
"2024-06-24 00:00:00","2024-06-24 12:00:00","Tenderloin","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, $200-$950","240393655"
"2024-06-24 00:00:00","2024-06-24 12:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Bicycle, >$950","240396239"
"2024-06-24 00:00:00","2024-06-24 12:01:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Aided case, Naloxone Deployment","240393194"
"2024-06-24 00:00:00","2024-06-24 12:03:00","Noe Valley","Burglary","Burglary","Open or Active","Mission","Burglary, Store, Unlawful Entry","240393843"
"2024-06-24 00:00:00","2024-06-24 12:03:00","Noe Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240393843"
"2024-06-24 00:00:00","2024-06-24 12:07:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, >$950","240393360"
"2024-06-24 00:00:00","2024-06-24 12:08:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Vehicle","240393257"
"2024-06-24 00:00:00","2024-06-24 12:11:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Person, >$950 (other than Pickpocket)","240393291"
"2024-06-24 00:00:00","2024-06-24 12:28:00","Tenderloin","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, >$950","240393661"
"2024-06-24 00:00:00","2024-06-24 12:28:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Central","Narcotics Paraphernalia, Possession of","240393661"
"2024-06-24 00:00:00","2024-06-24 12:28:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Central","Warrant Arrest, Enroute To Outside Jurisdiction","240393661"
"2024-06-24 00:00:00","2024-06-24 12:30:00","Financial District/South Beach","Other","Other","Open or Active","Southern","Death Report, Cause Unknown","240393473"
"2024-06-24 00:00:00","2024-06-24 12:41:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Recovered, Stolen outside SF","240393354"
"2024-06-24 00:00:00","2024-06-24 12:50:00","Castro/Upper Market","Non-Criminal","Non-Criminal","Open or Active","Mission","Mental Health Detention","240393398"
"2024-06-24 00:00:00","2024-06-24 12:53:00","Bernal Heights","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240393003"
"2024-06-24 00:00:00","2024-06-24 13:00:00","Russian Hill","Fraud","Fraud","Open or Active","Central","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","240395554"
"2024-06-24 00:00:00","2024-06-24 13:00:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Person, $50-$200 (other than Pickpocket)","240395554"
"2024-06-24 00:00:00","2024-06-24 13:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Unlocked Vehicle, >$950","240393649"
"2024-06-24 00:00:00","2024-06-24 13:00:00","Castro/Upper Market","Robbery","Robbery","Open or Active","Park","Robbery, Street or Public Place, W/ Other Weapon","240388521"
"2024-06-24 00:00:00","2024-06-24 13:19:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240393439"
"2024-06-24 00:00:00","2024-06-24 13:19:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240393423"
"2024-06-24 00:00:00","2024-06-24 13:19:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240393423"
"2024-06-24 00:00:00","2024-06-24 13:29:00","Bernal Heights","Other Miscellaneous","Other Miscellaneous","Unfounded","Ingleside","Investigative Detention","240393508"
"2024-06-24 00:00:00","2024-06-24 13:37:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Embezzlement from Dependent or Elder Adult by Caretaker","240395435"
"2024-06-24 00:00:00","2024-06-24 13:50:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Vehicle","240394669"
"2024-06-24 00:00:00","2024-06-24 14:05:00","Golden Gate Park","Missing Person","Missing Person","Open or Active","Richmond","Found Person","240393677"
"2024-06-24 00:00:00","2024-06-24 14:30:00","Haight Ashbury","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","240393699"
"2024-06-24 00:00:00","2024-06-24 14:30:00","Lakeshore","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","240393837"
"2024-06-24 00:00:00","2024-06-24 14:45:00","Bernal Heights","Assault","Assault","Open or Active","Bayview","Battery","240393768"
"2024-06-24 00:00:00","2024-06-24 15:00:00","Marina","Lost Property","Lost Property","Open or Active","Central","Lost Property","240393724"
"2024-06-24 00:00:00","2024-06-24 15:00:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","240384949"
"2024-06-24 00:00:00","2024-06-24 15:00:00","Bernal Heights","Robbery","Robbery","Open or Active","Bayview","Shoplifting, Force against Agent","240387642"
"2024-06-24 00:00:00","2024-06-24 15:09:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Battery","240393774"
"2024-06-24 00:00:00","2024-06-24 15:10:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Found  Property","240394374"
"2024-06-24 00:00:00","2024-06-24 15:24:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Conspiracy","240393746"
"2024-06-24 00:00:00","2024-06-24 15:24:00","Mission","Stolen Property","Stolen Property","Cite or Arrest Adult","Mission","Stolen Property, Possession with Knowledge, Receiving","240393746"
"2024-06-24 00:00:00","2024-06-24 15:24:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, >$950","240393746"
"2024-06-24 00:00:00","2024-06-24 15:29:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Property","240394186"
"2024-06-24 00:00:00","2024-06-24 15:29:00","Financial District/South Beach","Assault","Assault","Open or Active","Southern","Battery","240394186"
"2024-06-24 00:00:00","2024-06-24 15:30:00","Golden Gate Park","Fraud","Fraud","Open or Active","Taraval","False Personation to Receive Money or Property","240394380"
"2024-06-24 00:00:00","2024-06-24 15:45:00","Oceanview/Merced/Ingleside","Assault","Assault","Cite or Arrest Adult","Taraval","Battery","240393887"
"2024-06-24 00:00:00","2024-06-24 15:46:00","South of Market","Robbery","Robbery","Open or Active","Tenderloin","Robbery, W/ Force","240393815"
"2024-06-24 00:00:00","2024-06-24 15:46:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Force","240393815"
"2024-06-24 00:00:00","2024-06-24 16:00:00","Inner Richmond","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Richmond","Miscellaneous Investigation","240225202"
"2024-06-24 00:00:00","2024-06-24 16:00:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","240393984"
"2024-06-24 00:00:00","2024-06-24 16:10:00","Nob Hill","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Central","Malicious Mischief, Vandalism to Vehicle","240393906"
"2024-06-24 00:00:00","2024-06-24 16:10:00","Nob Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Probation Violation","240393906"
"2024-06-24 00:00:00","2024-06-24 16:10:00","Nob Hill","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, From Locked Vehicle, $200-$950","240393906"
"2024-06-24 00:00:00","2024-06-24 16:29:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Driving, No License Issued","240393893"
"2024-06-24 00:00:00","2024-06-24 16:29:00","South of Market","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Southern","Traffic Violation Arrest","240393893"
"2024-06-24 00:00:00","2024-06-24 16:35:00","Bayview Hunters Point","Fraud","Fraud","Open or Active","Bayview","False Personation to Receive Money or Property","240395463"
"2024-06-24 00:00:00","2024-06-24 16:35:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Truck","240385464"
"2024-06-24 00:00:00","2024-06-24 16:38:00","Mission","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Mission","Miscellaneous Investigation","240394192"
"2024-06-24 00:00:00","2024-06-24 16:40:00","Noe Valley","Burglary","Burglary","Open or Active","Mission","Burglary, Residence Under Constr, Forcible Entry","240395015"
"2024-06-24 00:00:00","2024-06-24 16:42:00","Outer Richmond","Assault","Assault","Cite or Arrest Adult","Richmond","Battery","240394001"
"2024-06-24 00:00:00","2024-06-24 17:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $50-$200","240395297"
"2024-06-24 00:00:00","2024-06-24 17:00:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Lost Property, Petty","240394528"
"2024-06-24 00:00:00","2024-06-24 17:00:00","Outer Mission","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Locked Vehicle, <$50","240395366"
"2024-06-24 00:00:00","2024-06-24 17:00:00","Outer Mission","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Vehicle","240395366"
"2024-06-24 00:00:00","2024-06-24 17:05:00","South of Market","Assault","Assault","Open or Active","Southern","Battery with Serious Injuries","240393962"
"2024-06-24 00:00:00","2024-06-24 17:10:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Cocaine, Base/rock, Possession For Sale","240393978"
"2024-06-24 00:00:00","2024-06-24 17:10:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Methamphetamine, Possession For Sale","240393978"
"2024-06-24 00:00:00","2024-06-24 17:10:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Controlled Substance, Possession For Sale","240393978"
"2024-06-24 00:00:00","2024-06-24 17:15:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Aided case, Naloxone Deployment","240393990"
"2024-06-24 00:00:00","2024-06-24 17:20:00","Mission","Assault","Assault","Open or Active","Mission","Battery","240394039"
"2024-06-24 00:00:00","2024-06-24 17:20:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Unfounded","Tenderloin","Investigative Detention","240394136"
"2024-06-24 00:00:00","2024-06-24 17:30:00","Portola","Burglary","Burglary","Open or Active","Bayview","Burglary, Other Bldg., Forcible Entry","240396245"
"2024-06-24 00:00:00","2024-06-24 17:38:00","Tenderloin","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Tenderloin","Firearm, Possession of Loaded","240394051"
"2024-06-24 00:00:00","2024-06-24 17:38:00","Tenderloin","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Tenderloin","Firearm, Possession By Prohibited Person","240394051"
"2024-06-24 00:00:00","2024-06-24 17:38:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Probation Search","240394051"
"2024-06-24 00:00:00","2024-06-24 17:40:00","Russian Hill","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Vehicle","240394302"
"2024-06-24 00:00:00","2024-06-24 17:53:00","Portola","Robbery","Robbery","Open or Active","Bayview","Robbery, W/ Force","240394205"
"2024-06-24 00:00:00","2024-06-24 17:55:00","South of Market","Other Offenses","Other Offenses","Open or Active","Tenderloin","License Plate, Recovered","240393780"
"2024-06-24 00:00:00","2024-06-24 17:55:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240394493"
"2024-06-24 00:00:00","2024-06-24 17:55:00","North Beach","Fraud","Fraud","Open or Active","Central","Access Card Information, Theft of","240394493"
"2024-06-24 00:00:00","2024-06-24 18:20:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","240394443"
"2024-06-24 00:00:00","2024-06-24 18:23:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Mental Health Detention","240394227"
"2024-06-24 00:00:00","2024-06-24 18:30:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","240395021"
"2024-06-24 00:00:00","2024-06-24 18:35:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Graffiti, Real or Personal Property","240394283"
"2024-06-24 00:00:00","2024-06-24 18:40:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Tire Slashing","240394318"
"2024-06-24 00:00:00","2024-06-24 18:57:00","Tenderloin","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Northern","Malicious Mischief, Tire Slashing","240398962"
"2024-06-24 00:00:00","2024-06-24 19:00:00","South of Market","Burglary","Burglary","Open or Active","Tenderloin","Burglary, Other Bldg., Att. Forcible Entry","240395140"
"2024-06-24 00:00:00","2024-06-24 19:00:00","Presidio Heights","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Vehicle","240395162"
"2024-06-24 00:00:00","2024-06-24 19:00:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","License Plate, Stolen","240395059"
"2024-06-24 00:00:00","2024-06-24 19:00:00","South of Market","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Southern","Miscellaneous Investigation","240394352"
"2024-06-24 00:00:00","2024-06-24 19:06:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Battery","240394299"
"2024-06-24 00:00:00","2024-06-24 19:13:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Evading a Police Vehicle or Bicycle","240394277"
"2024-06-24 00:00:00","2024-06-24 19:13:00","Tenderloin","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Tenderloin","Firearm, Loaded, in Vehicle, Possession or Use","240394277"
"2024-06-24 00:00:00","2024-06-24 19:13:00","Tenderloin","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Tenderloin","Firearm, Possession By Prohibited Person","240394277"
"2024-06-24 00:00:00","2024-06-24 19:15:00","Outer Mission","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Ingleside","Violation of Restraining Order","240394255"
"2024-06-24 00:00:00","2024-06-24 19:15:00","Outer Mission","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Ingleside","Miscellaneous Investigation","240394255"
"2024-06-24 00:00:00","2024-06-24 19:30:00","Mission Bay","Burglary","Burglary","Open or Active","Southern","Burglary, Other Bldg., Unlawful Entry","240397124"
"2024-06-24 00:00:00","2024-06-24 19:30:00","Mission Bay","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Unlocked Vehicle, <$50","240397124"
"2024-06-24 00:00:00","2024-06-24 19:31:00","Lakeshore","Recovered Vehicle","Recovered Vehicle","Open or Active","Taraval","Vehicle, Recovered, Auto","240393837"
"2024-06-24 00:00:00","2024-06-24 19:33:00","Nob Hill","Missing Person","Missing Person","Open or Active","Central","Found Person","240394330"
