"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-06-24 00:00:00","2024-06-24 20:04:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Truck","240393445"
"2024-06-24 00:00:00","2024-06-24 20:05:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Battery","240394459"
"2024-06-24 00:00:00","2024-06-24 20:09:00","Outer Mission","Non-Criminal","Non-Criminal","Open or Active","Ingleside","Mental Health Detention","240394437"
"2024-06-24 00:00:00","2024-06-24 20:09:00","Outer Mission","Assault","Assault","Open or Active","Ingleside","Battery","240394437"
"2024-06-24 00:00:00","2024-06-24 20:20:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","240395827"
"2024-06-24 00:00:00","2024-06-24 20:30:00","West of Twin Peaks","Assault","Assault","Cite or Arrest Adult","Taraval","Battery","240394653"
"2024-06-24 00:00:00","2024-06-24 20:30:00","West of Twin Peaks","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Taraval","Investigative Detention","240394653"
"2024-06-24 00:00:00","2024-06-24 20:38:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Mental Health Detention","240394556"
"2024-06-24 00:00:00","2024-06-24 20:40:00","Hayes Valley","Recovered Vehicle","Recovered Vehicle","Open or Active","Park","Vehicle, Recovered, Auto","240394487"
"2024-06-24 00:00:00","2024-06-24 20:48:00","Bayview Hunters Point","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Bayview","Traffic Violation Arrest","240394540"
"2024-06-24 00:00:00","2024-06-24 21:00:00","Outer Mission","Assault","Assault","Open or Active","Ingleside","Battery","240394562"
"2024-06-24 00:00:00","2024-06-24 21:00:00","Outer Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Investigative Detention","240394562"
"2024-06-24 00:00:00","2024-06-24 21:00:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","False Imprisonment","240395532"
"2024-06-24 00:00:00","2024-06-24 21:00:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","240394960"
"2024-06-24 00:00:00","2024-06-24 21:00:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","240395532"
"2024-06-24 00:00:00","2024-06-24 21:00:00","Tenderloin","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Tenderloin","Domestic Violence (secondary only)","240395532"
"2024-06-24 00:00:00","2024-06-24 21:44:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Building, <$50","240394948"
"2024-06-24 00:00:00","2024-06-24 21:53:00","Tenderloin","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Central","Traffic Violation Arrest","240397130"
"2024-06-24 00:00:00","2024-06-24 21:53:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Driving, No License Issued","240397130"
"2024-06-24 00:00:00","2024-06-24 21:54:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","240394619"
"2024-06-24 00:00:00","2024-06-24 21:54:00","Japantown","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Northern","Traffic Violation Arrest","240394603"
"2024-06-24 00:00:00","2024-06-24 21:54:00","Japantown","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Driving, License Suspended or Revoked","240394603"
"2024-06-24 00:00:00","2024-06-24 21:54:00","Tenderloin","Suspicious Occ","Suspicious Occ","Open or Active","Tenderloin","Suspicious Occurrence","240394619"
"2024-06-24 00:00:00","2024-06-24 22:00:00","Russian Hill","Non-Criminal","Non-Criminal","Open or Active","Central","Aided Case","240394841"
"2024-06-24 00:00:00","2024-06-24 22:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","240395043"
"2024-06-24 00:00:00","2024-06-24 22:00:00","Russian Hill","Assault","Assault","Open or Active","Central","Battery","240394841"
"2024-06-24 00:00:00","2024-06-24 22:00:00","Tenderloin","Suspicious Occ","Suspicious Occ","Open or Active","Tenderloin","Suspicious Occurrence","240395708"
"2024-06-24 00:00:00","2024-06-24 22:14:00","McLaren Park","Assault","Assault","Open or Active","Ingleside","Assault, Aggravated, W/ Force","240394647"
"2024-06-24 00:00:00","2024-06-24 22:28:00","Excelsior","Assault","Assault","Open or Active","Ingleside","Battery","240394697"
"2024-06-24 00:00:00","2024-06-24 22:30:00","Presidio Heights","Burglary","Burglary","Open or Active","Richmond","Burglary, Residence, Att. Forcible Entry","240395106"
"2024-06-24 00:00:00","2024-06-24 22:45:00","Bernal Heights","Robbery","Robbery","Open or Active","Ingleside","Carjacking with a Gun","240394675"
"2024-06-24 00:00:00","2024-06-24 23:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, $200-$950","240398360"
"2024-06-24 00:00:00","2024-06-24 23:30:00","Castro/Upper Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240397726"
"2024-06-24 00:00:00","2024-06-24 23:30:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","240396013"
"2024-06-24 00:00:00","2024-06-24 23:39:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Trespassing","240394750"
"2024-06-24 00:00:00","2024-06-24 23:39:00","Tenderloin","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Tenderloin","Mental Health Detention","240394750"
"2024-06-24 00:00:00","2024-06-24 23:39:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Resisting, Delaying, or Obstructing  Peace Officer Duties","240394750"
"2024-06-24 00:00:00","2024-06-24 23:55:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $50-$200","240394738"
"2024-06-25 00:00:00","2024-06-25 00:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","240395918"
"2024-06-25 00:00:00","2024-06-25 00:00:00","Sunset/Parkside","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Breaking Windows","240395065"
"2024-06-25 00:00:00","2024-06-25 00:00:00","Inner Sunset","Fraud","Fraud","Open or Active","Park","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","240398257"
"2024-06-25 00:00:00","2024-06-25 00:00:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Southern","Vehicle, Recovered, Auto","240399186"
"2024-06-25 00:00:00","2024-06-25 00:01:00","Outer Richmond","Burglary","Burglary","Open or Active","Richmond","Burglary, Hot Prowl, Forcible Entry","240395300"
"2024-06-25 00:00:00","2024-06-25 00:01:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Unlocked Vehicle, <$50","240395786"
"2024-06-25 00:00:00","2024-06-25 00:02:00","Haight Ashbury","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Evading a Police Officer Recklessly","240372085"
"2024-06-25 00:00:00","2024-06-25 00:45:00","Mission","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Southern","Terrorist Threats","240394813"
"2024-06-25 00:00:00","2024-06-25 00:55:00","Mission Bay","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Narcotics Paraphernalia, Possession of","240394829"
"2024-06-25 00:00:00","2024-06-25 00:55:00","Mission Bay","Stolen Property","Stolen Property","Cite or Arrest Adult","Southern","Stolen Property, Possession with Knowledge, Receiving","240394829"
"2024-06-25 00:00:00","2024-06-25 01:00:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","246080569"
"2024-06-25 00:00:00","2024-06-25 01:05:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Driving, Reckless","240394766"
"2024-06-25 00:00:00","2024-06-25 01:11:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Narcotics Paraphernalia, Possession of","240394794"
"2024-06-25 00:00:00","2024-06-25 01:11:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Trespassing","240394794"
"2024-06-25 00:00:00","2024-06-25 01:18:00","South of Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","240394772"
"2024-06-25 00:00:00","2024-06-25 01:30:00","South of Market","Missing Person","Missing Person","Open or Active","Tenderloin","Missing Adult","240397215"
"2024-06-25 00:00:00","2024-06-25 01:55:00","Western Addition","Missing Person","Missing Person","Open or Active","Northern","Missing Adult","240394910"
"2024-06-25 00:00:00","2024-06-25 01:59:00","Lone Mountain/USF","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Richmond","Vehicle, Recovered, Auto","240389369"
"2024-06-25 00:00:00","2024-06-25 02:00:00","Bernal Heights","Suspicious Occ","Suspicious Occ","Open or Active","Ingleside","Suspicious Occurrence","240394885"
"2024-06-25 00:00:00","2024-06-25 02:19:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Out of SF","Vehicle, Recovered, Stolen outside SF","240394835"
"2024-06-25 00:00:00","2024-06-25 02:19:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","240394835"
"2024-06-25 00:00:00","2024-06-25 02:33:00","Marina","Stolen Property","Stolen Property","Cite or Arrest Adult","Northern","Stolen Property, Possession with Knowledge, Receiving","240394863"
"2024-06-25 00:00:00","2024-06-25 02:33:00","Marina","Burglary","Burglary","Cite or Arrest Adult","Northern","Burglary, Store, Forcible Entry","240394863"
"2024-06-25 00:00:00","2024-06-25 02:33:00","Marina","Stolen Property","Stolen Property","Cite or Arrest Adult","Northern","Stolen Property, Possession with Knowledge, Receiving","240394863"
"2024-06-25 00:00:00","2024-06-25 02:33:00","Marina","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Conspiracy","240394863"
"2024-06-25 00:00:00","2024-06-25 02:33:00","Marina","Burglary","Burglary","Cite or Arrest Adult","Northern","Burglary, Store, Forcible Entry","240394863"
"2024-06-25 00:00:00","2024-06-25 02:33:00","Marina","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Conspiracy","240394863"
"2024-06-25 00:00:00","2024-06-25 02:42:00","Tenderloin","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Unlawful Entry","240396643"
"2024-06-25 00:00:00","2024-06-25 03:14:00","North Beach","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Central","Mental Health Detention","240394891"
"2024-06-25 00:00:00","2024-06-25 03:14:00","North Beach","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","240394891"
"2024-06-25 00:00:00","2024-06-25 03:14:00","North Beach","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Central","Malicious Mischief, Vandalism to Property","240394891"
"2024-06-25 00:00:00","2024-06-25 03:14:00","North Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Resisting, Delaying, or Obstructing  Peace Officer Duties","240394891"
"2024-06-25 00:00:00","2024-06-25 03:40:00","Visitacion Valley","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240381989"
"2024-06-25 00:00:00","2024-06-25 04:45:00","Tenderloin","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg. Under Constr., Forcible Entry","240395281"
"2024-06-25 00:00:00","2024-06-25 04:46:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Gun","240394932"
"2024-06-25 00:00:00","2024-06-25 04:46:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Gun","240394932"
"2024-06-25 00:00:00","2024-06-25 06:00:00","Western Addition","Lost Property","Lost Property","Open or Active","Northern","Lost Property","240395087"
"2024-06-25 00:00:00","2024-06-25 06:25:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Bicycle, >$950","240398489"
"2024-06-25 00:00:00","2024-06-25 06:38:00","Hayes Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Recovered, Stolen outside SF","240394863"
"2024-06-25 00:00:00","2024-06-25 06:42:00","Noe Valley","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Mission","Miscellaneous Investigation","240394976"
"2024-06-25 00:00:00","2024-06-25 06:55:00","South of Market","Embezzlement","Embezzlement","Open or Active","Southern","Vehicle, Embezzled","240395827"
"2024-06-25 00:00:00","2024-06-25 07:00:00","Tenderloin","Robbery","Robbery","Open or Active","Tenderloin","Robbery, W/ Force","240395009"
"2024-06-25 00:00:00","2024-06-25 07:45:00","Mission Bay","Suspicious Occ","Suspicious Occ","Open or Active","Southern","Suspicious Occurrence","240397118"
"2024-06-25 00:00:00","2024-06-25 08:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240395758"
"2024-06-25 00:00:00","2024-06-25 08:30:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Phone Calls, Harassing","240393229"
"2024-06-25 00:00:00","2024-06-25 08:36:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Found  Property","240395071"
"2024-06-25 00:00:00","2024-06-25 08:50:00","Bayview Hunters Point","Weapons Offense","Weapons Offense","Open or Active","Bayview","Firearm, Discharging Within City Limits","240395112"
"2024-06-25 00:00:00","2024-06-25 08:50:00","Bayview Hunters Point","Warrant","Warrant","Cite or Arrest Adult","Bayview","Warrant Arrest, Enroute To Probation","240395112"
"2024-06-25 00:00:00","2024-06-25 08:50:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Assault, Aggravated, W/ Gun","240395112"
"2024-06-25 00:00:00","2024-06-25 09:00:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Building, $50-$200","240396336"
"2024-06-25 00:00:00","2024-06-25 09:00:00","South of Market","Missing Person","Missing Person","Open or Active","Southern","Found Person","240394807"
"2024-06-25 00:00:00","2024-06-25 09:00:00","Marina","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Truck","240397754"
"2024-06-25 00:00:00","2024-06-25 09:30:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Tenderloin","Drugs, Under Influence  in a Public Place","240395156"
"2024-06-25 00:00:00","2024-06-25 09:30:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240395651"
"2024-06-25 00:00:00","2024-06-25 09:30:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240398285"
"2024-06-25 00:00:00","2024-06-25 09:30:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","240395156"
"2024-06-25 00:00:00","2024-06-25 09:30:00","Sunset/Parkside","Disorderly Conduct","Disorderly Conduct","Open or Active","Taraval","Terrorist Threats","240400250"
"2024-06-25 00:00:00","2024-06-25 09:40:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","240354271"
"2024-06-25 00:00:00","2024-06-25 09:52:00","Castro/Upper Market","Non-Criminal","Non-Criminal","Open or Active","Mission","Mental Health Detention","240395247"
"2024-06-25 00:00:00","2024-06-25 10:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $200-$950","240395952"
"2024-06-25 00:00:00","2024-06-25 10:00:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","240395190"
"2024-06-25 00:00:00","2024-06-25 10:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $200-$950","240397776"
"2024-06-25 00:00:00","2024-06-25 10:30:00","Sunset/Parkside","Fraud","Fraud","Open or Active","Taraval","Theft, False Pretenses, Felony","240398809"
"2024-06-25 00:00:00","2024-06-25 10:30:00","Nob Hill","Assault","Assault","Open or Active","Northern","Battery","240374100"
"2024-06-25 00:00:00","2024-06-25 10:54:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Building, $50-$200","240395350"
"2024-06-25 00:00:00","2024-06-25 10:54:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, <$50","240395322"
"2024-06-25 00:00:00","2024-06-25 10:56:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Southern","Vehicle, Recovered, Motorcycle","230663957"
"2024-06-25 00:00:00","2024-06-25 11:00:00","Excelsior","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Ingleside","Driving While Under The Influence Of Alcohol","240373776"
"2024-06-25 00:00:00","2024-06-25 11:00:00","Excelsior","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Ingleside","Driving, No License Issued","240373776"
"2024-06-25 00:00:00","2024-06-25 11:00:00","Excelsior","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Ingleside","Resisting, Delaying, or Obstructing  Peace Officer Duties","240373776"
"2024-06-25 00:00:00","2024-06-25 11:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240396223"
"2024-06-25 00:00:00","2024-06-25 11:00:00","West of Twin Peaks","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Park","Search Warrant Service","240394277"
"2024-06-25 00:00:00","2024-06-25 11:00:00","Marina","Recovered Vehicle","Recovered Vehicle","Open or Active","Central","Vehicle, Recovered, Auto","240392710"
"2024-06-25 00:00:00","2024-06-25 11:00:00","Mission","Missing Person","Missing Person","Open or Active","Mission","Found Person","240024979"
"2024-06-25 00:00:00","2024-06-25 11:07:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Locked Vehicle, $50-$200","240395388"
"2024-06-25 00:00:00","2024-06-25 11:20:00","Western Addition","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240395695"
"2024-06-25 00:00:00","2024-06-25 11:20:00","Western Addition","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240395695"
"2024-06-25 00:00:00","2024-06-25 11:22:00","Russian Hill","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Breaking Windows","240395485"
"2024-06-25 00:00:00","2024-06-25 11:22:00","Russian Hill","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","240395485"
"2024-06-25 00:00:00","2024-06-25 11:23:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Investigative Detention","240395510"
"2024-06-25 00:00:00","2024-06-25 11:28:00","Visitacion Valley","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","240392823"
"2024-06-25 00:00:00","2024-06-25 11:30:00","Pacific Heights","Burglary","Burglary","Open or Active","Northern","Burglary, Store, Forcible Entry","240397685"
"2024-06-25 00:00:00","2024-06-25 11:30:00","South of Market","Assault","Assault","Open or Active","Southern","Battery","240395526"
"2024-06-25 00:00:00","2024-06-25 11:49:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, <$50","240395457"
"2024-06-25 00:00:00","2024-06-25 11:49:00","Mission","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Local SF Warrant","240395457"
"2024-06-25 00:00:00","2024-06-25 11:50:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Resisting, Delaying, or Obstructing  Peace Officer Duties","240395548"
"2024-06-25 00:00:00","2024-06-25 11:50:00","Financial District/South Beach","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Narcotics Paraphernalia, Possession of","240395548"
"2024-06-25 00:00:00","2024-06-25 11:50:00","Financial District/South Beach","Miscellaneous Investigation","Miscellaneous Investigation","Cite or Arrest Adult","Southern","Miscellaneous Investigation","240395548"
"2024-06-25 00:00:00","2024-06-25 11:53:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, <$50","240395479"
"2024-06-25 00:00:00","2024-06-25 11:58:00","South of Market","Assault","Assault","Open or Active","Southern","Battery, former Spouse or Dating Relationship","240395576"
"2024-06-25 00:00:00","2024-06-25 11:58:00","South of Market","Arson","Arson","Open or Active","Southern","Arson","240395576"
"2024-06-25 00:00:00","2024-06-25 12:00:00","Financial District/South Beach","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Central","Vehicle, Stolen, Motorcycle","240398677"
"2024-06-25 00:00:00","2024-06-25 12:00:00","Outer Richmond","Assault","Assault","Cite or Arrest Adult","Richmond","Assault, Aggravated, W/ Force","240395673"
"2024-06-25 00:00:00","2024-06-25 12:00:00","Outer Richmond","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Richmond","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240395673"
"2024-06-25 00:00:00","2024-06-25 12:00:00","Outer Richmond","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Richmond","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240395673"
"2024-06-25 00:00:00","2024-06-25 12:00:00","Outer Richmond","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Richmond","Terrorist Threats","240395673"
"2024-06-25 00:00:00","2024-06-25 12:00:00","Bayview Hunters Point","Missing Person","Missing Person","Open or Active","Bayview","Found Person","240381547"
"2024-06-25 00:00:00","2024-06-25 12:00:00","Outer Richmond","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Richmond","Terrorist Threats","240395673"
"2024-06-25 00:00:00","2024-06-25 12:00:00","Outer Richmond","Assault","Assault","Cite or Arrest Adult","Richmond","Assault, Aggravated, W/ Force","240395673"
"2024-06-25 00:00:00","2024-06-25 12:04:00","Mission","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Enroute To Outside Jurisdiction","240395560"
"2024-06-25 00:00:00","2024-06-25 12:14:00","Twin Peaks","Recovered Vehicle","Recovered Vehicle","Open or Active","Park","Vehicle, Recovered, Auto","240389018"
"2024-06-25 00:00:00","2024-06-25 12:14:00","Sunset/Parkside","Warrant","Warrant","Cite or Arrest Adult","Taraval","Warrant Arrest, Enroute To Outside Jurisdiction","240397594"
"2024-06-25 00:00:00","2024-06-25 12:18:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, <$50","240395598"
"2024-06-25 00:00:00","2024-06-25 12:18:00","Mission","Drug Offense","Drug Offense","Cite or Arrest Adult","Mission","Narcotics Paraphernalia, Possession of","240395598"
"2024-06-25 00:00:00","2024-06-25 12:30:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, <$50","240395623"
"2024-06-25 00:00:00","2024-06-25 12:44:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, $50-$200","240395720"
"2024-06-25 00:00:00","2024-06-25 12:44:00","Mission","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Local SF Warrant","240395720"
"2024-06-25 00:00:00","2024-06-25 12:44:00","Mission","Drug Offense","Drug Offense","Cite or Arrest Adult","Mission","Narcotics Paraphernalia, Possession of","240395720"
"2024-06-25 00:00:00","2024-06-25 12:50:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240395930"
"2024-06-25 00:00:00","2024-06-25 13:00:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240395946"
"2024-06-25 00:00:00","2024-06-25 13:00:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Resisting, Delaying, or Obstructing  Peace Officer Duties","240395742"
"2024-06-25 00:00:00","2024-06-25 13:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $50-$200","240396596"
"2024-06-25 00:00:00","2024-06-25 13:00:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, <$50","240395742"
"2024-06-25 00:00:00","2024-06-25 13:10:00","Tenderloin","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Tenderloin","Miscellaneous Investigation","240395770"
"2024-06-25 00:00:00","2024-06-25 13:17:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240395805"
"2024-06-25 00:00:00","2024-06-25 13:18:00","Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Mission","Theft, Shoplifting, <$50","240395764"
"2024-06-25 00:00:00","2024-06-25 13:20:00","Inner Richmond","Assault","Assault","Open or Active","Richmond","Battery, Sexual","240395883"
"2024-06-25 00:00:00","2024-06-25 13:21:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","240395811"
"2024-06-25 00:00:00","2024-06-25 13:23:00","Outer Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Investigative Detention","240395833"
"2024-06-25 00:00:00","2024-06-25 13:30:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240396449"
"2024-06-25 00:00:00","2024-06-25 13:35:00","Inner Sunset","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Park","Theft, From Building, <$50","240395855"
"2024-06-25 00:00:00","2024-06-25 13:35:00","Inner Sunset","Warrant","Warrant","Cite or Arrest Adult","Park","Warrant Arrest, Local SF Warrant","240395855"
"2024-06-25 00:00:00","2024-06-25 13:38:00","Outer Richmond","Burglary","Burglary","Open or Active","Richmond","Burglary, Store, Unlawful Entry","240395899"
"2024-06-25 00:00:00","2024-06-25 13:52:00","Japantown","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Shoplifting, $50-$200","240396580"
"2024-06-25 00:00:00","2024-06-25 14:00:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Property","240396091"
"2024-06-25 00:00:00","2024-06-25 14:00:00","Russian Hill","Fraud","Fraud","Open or Active","Central","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","240396314"
"2024-06-25 00:00:00","2024-06-25 14:00:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Trespassing","240396295"
"2024-06-25 00:00:00","2024-06-25 14:00:00","Financial District/South Beach","Disorderly Conduct","Disorderly Conduct","Open or Active","Tenderloin","Terrorist Threats","240396295"
"2024-06-25 00:00:00","2024-06-25 14:00:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","240396314"
"2024-06-25 00:00:00","2024-06-25 14:00:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Battery","240396091"
